source,answer,source_file
HMMT November 2025 Theme #9,\frac{91}{6},HMMT_November_2025_Theme_Solutions.pdf
HMMT November 2025 Theme #10,\frac{\sqrt{7}+1}{2},HMMT_November_2025_Theme_Solutions.pdf
PUMaC 2008 Algebra A #1,34,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #2,9,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #3,1026,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #4,-\frac{1}{4},PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #5,3,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #6,x^4 + x^3 - 3x^2 - 2x + 2,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #7,120,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #8,4,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #9,(n + 1)H_n - n,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #10,-13,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #11,-x^5 + x^4 - x^3,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #12,x^6 + x^4 + 34x^2 + 36x,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #13,521,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra A #14,4,PUMaC_2008_Algebra_A_Solutions.pdf
PUMaC 2008 Algebra B #1,34,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #2,9,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #3,1026,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #4,-\frac{1}{4},PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #5,3,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #6,x^4 + x^3 - 3x^2 - 2x + 2,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #7,120,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #8,4,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #9,(n + 1)H_n - n,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #10,-13,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #11,-x^5 + x^4 - x^3,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #12,x^6 + x^4 + 34x^2 + 36x,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #13,521,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Algebra B #14,4,PUMaC_2008_Algebra_B_Solutions.pdf
PUMaC 2008 Combinatorics A #1,\frac{9}{92},PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #2,225,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #3,\frac{2}{3},PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #4,\left(\frac{2008 \times 2009}{2}\right)^2,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #5,3^{2009},PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #6,2017036,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #7,2160,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #8,1200,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #9,90,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #10,\frac{2974267296}{537409},PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #11,1965150720,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #12,75,PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics A #13,\frac{1}{2010}\binom{4018}{2009},PUMaC_2008_Combinatorics_A_Solutions.pdf
PUMaC 2008 Combinatorics B #1,\frac{9}{92},PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #2,225,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #3,\frac{2}{3},PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #4,\left(\frac{2008 \times 2009}{2}\right)^2,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #5,3^{2009},PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #6,2017036,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #7,2160,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #8,1200,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #9,90,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #10,\frac{2974267296}{537409},PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #11,1965150720,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #12,75,PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Combinatorics B #13,\frac{1}{2010}\binom{4018}{2009},PUMaC_2008_Combinatorics_B_Solutions.pdf
PUMaC 2008 Finals A #1,\text{None exist},PUMaC_2008_Finals_A_Solutions.pdf
PUMaC 2008 Finals A #2a,4,PUMaC_2008_Finals_A_Solutions.pdf
PUMaC 2008 Finals A #2b,13,PUMaC_2008_Finals_A_Solutions.pdf
PUMaC 2008 Finals A #4,1,PUMaC_2008_Finals_A_Solutions.pdf
PUMaC 2008 Geometry A #1,\text{Decreases 9\%},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #2,\frac{16}{\pi},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #3,60 + \frac{34}{3}\pi,PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #4,7 - 4\sqrt{3},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #5,\sqrt{3} - \frac{1}{2},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #6,\frac{48\sqrt{6}}{5},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #7,\frac{2\sqrt{6}-1}{6},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #8,12,PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #9,\frac{1+\sqrt{5}}{5},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #10,"\left(\frac{5}{13}, \frac{3\sqrt{3}}{13}\right)",PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #11,2,PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #12,8,PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #13,\frac{\pi}{6} \text{ or } \frac{5\pi}{6},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry A #14,\frac{23}{27},PUMaC_2008_Geometry_A_Solutions.pdf
PUMaC 2008 Geometry B #1,\text{Decreases } 9\%,PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #2,\frac{16}{\pi},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #3,60 + \frac{34}{3}\pi,PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #4,7 - 4\sqrt{3},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #5,\sqrt{3} - \frac{1}{2},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #6,\frac{48\sqrt{6}}{5},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #7,\frac{2\sqrt{6}-1}{6},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #8,12,PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #9,\frac{1+\sqrt{5}}{5},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #10,"\left(\frac{5}{13}, \frac{3\sqrt{3}}{13}\right)",PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #11,2,PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #12,8,PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #13,\frac{\pi}{6} \text{ or } \frac{5\pi}{6},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 Geometry B #14,\frac{23}{27},PUMaC_2008_Geometry_B_Solutions.pdf
PUMaC 2008 NumberTheory A #1,3,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #2,196,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #3,"(2, 1) \text{ and } (3, 2)",PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #4,2009,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #5,16,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #6,"2, 3, 4, 6",PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #7,5,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #8,32,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #9,2016031,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #10,50,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #11,"2, 29, 31",PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #12,8,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory A #13,9,PUMaC_2008_NumberTheory_A_Solutions.pdf
PUMaC 2008 NumberTheory B #1,3,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #2,196,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #3,"(2, 1) \text{ and } (3, 2)",PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #4,2009,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #5,16,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #6,"2, 3, 4, 6",PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #7,5,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #8,32,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #9,2016031,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #10,50,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #11,"2, 29, 31",PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #12,8,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 NumberTheory B #13,9,PUMaC_2008_NumberTheory_B_Solutions.pdf
PUMaC 2008 Team #1,5,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #2,6,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #3,31,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #4,\frac{38}{13},PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #5,10\sqrt{6},PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #6,337,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #7,4\pi + 8,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #8,\frac{2008}{4017} + 4034072,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #9,a^3 - 3ab,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #11,x^6 + 3x^5 + 10x^4 + 15x^3 + 10x^2 + 3x + 1,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #12,2^{25} \cdot 5 \cdot 11,PUMaC_2008_Team_Solutions.pdf
PUMaC 2008 Team #13,1805535,PUMaC_2008_Team_Solutions.pdf
PUMaC 2009 Algebra A #1,7,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #2,455,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #3,810,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #4,120,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #5,8,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #6,3,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #7,511,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra A #8,125,PUMaC_2009_Algebra_A_Solutions.pdf
PUMaC 2009 Algebra B #1,4038096,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #2,17,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #3,7,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #4,455,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #5,810,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #6,120,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #7,8,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Algebra B #8,3,PUMaC_2009_Algebra_B_Solutions.pdf
PUMaC 2009 Combinatorics A #1,34,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #2,8,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #3,72,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #4,22,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #5,9,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #6,21,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #7,606,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics A #8,198,PUMaC_2009_Combinatorics_A_Solutions.pdf
PUMaC 2009 Combinatorics B #1,42,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #2,34,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #3,8,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #4,72,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #5,22,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #6,9,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #7,21,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Combinatorics B #8,606,PUMaC_2009_Combinatorics_B_Solutions.pdf
PUMaC 2009 Geometry A #1,30,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #2,13,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #3,1,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #4,30,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #5,2414,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #6,52972,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #7,9,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry A #8,60,PUMaC_2009_Geometry_A_Solutions.pdf
PUMaC 2009 Geometry B #1,300,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #2,160,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #3,30,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #4,13,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #5,1,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #6,30,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #7,2414,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 Geometry B #8,52972,PUMaC_2009_Geometry_B_Solutions.pdf
PUMaC 2009 NumberTheory B #1,12,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #2,4,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #3,42,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #4,1,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #5,719,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #6,6,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #7,31,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 NumberTheory B #8,1111,PUMaC_2009_NumberTheory_B_Solutions.pdf
PUMaC 2009 Power #2.1,L = dZ \text{ for nonnegative integers } d,PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #2.3,"\text{No, the lattice is not full}",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #2.4,"\text{Yes, the lattice is full}",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #3.3,\det L = 3,PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #5.3,"\text{Yes, the lattices are isomorphic}",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #5.4,"\text{No, the lattices are not isomorphic}",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #5.5,"L = \langle (d, 0), (0, \Delta/d) \rangle",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #5.7,"L_1 = \langle (1,0,0), (0,2,0), (0,0,2) \rangle \text{ and } L_2 = \langle (1,0,0), (0,1,0), (0,0,4) \rangle",PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #6.1,(1; 6; 0),PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Power #6.2,(1; 1; 3; 180),PUMaC_2009_Power_Solutions.pdf
PUMaC 2009 Team #1 Across,121,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #4 Across,192,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #6 Across,83521,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #7 Across,231,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #8 Across,45313,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #9 Across,729,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #11 Across,01505,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #13 Across,13122,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #15 Across,250\pi,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #2 Down,181440,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #3 Down,259335,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #4 Down,111375,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #5 Down,240,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #7 Down,2100112,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #10 Down,9409\pi,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #12 Down,1729,PUMaC_2009_Team_Solutions.pdf
PUMaC 2009 Team #14 Down,25,PUMaC_2009_Team_Solutions.pdf
PUMaC 2010 Algebra A #1,16,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #2,2077,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #3,5,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #4,2400,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #5,68,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #6,3825,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #7,192,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra A #8,28,PUMaC_2010_Algebra_A_Solutions.pdf
PUMaC 2010 Algebra B #1,-17,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #2,19,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #3,5,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #4,5,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #6,2400,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #7,51,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Algebra B #8,192,PUMaC_2010_Algebra_B_Solutions.pdf
PUMaC 2010 Combinatorics A #1,189,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #2,120,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #3,32,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #4,18,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #5,8100,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #6,161,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #7,1636,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics A #8,3,PUMaC_2010_Combinatorics_A_Solutions.pdf
PUMaC 2010 Combinatorics B #1,14400,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #2,189,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #3,120,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #4,32,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #5,9,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #6,200,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #7,8100,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Combinatorics B #8,1636,PUMaC_2010_Combinatorics_B_Solutions.pdf
PUMaC 2010 Geometry A #1,98,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #2,793,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #3,100,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #4,300,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #5,4,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #6,80,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #7,45,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry A #8,4,PUMaC_2010_Geometry_A_Solutions.pdf
PUMaC 2010 Geometry B #1,14,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #2,100,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #3,98,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #4,45,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #5,793,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #6,300,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #7,4,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 Geometry B #8,600,PUMaC_2010_Geometry_B_Solutions.pdf
PUMaC 2010 NumberTheory A #1,5,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #2,12,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #3,104,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #4,1,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #5,596,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #6,9091,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #7,4527,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory A #8,119,PUMaC_2010_NumberTheory_A_Solutions.pdf
PUMaC 2010 NumberTheory B #1,12,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #2,900,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #3,5,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #4,104,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #5,0,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #6,596,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #7,9091,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 NumberTheory B #8,503,PUMaC_2010_NumberTheory_B_Solutions.pdf
PUMaC 2010 Power #1.1,n \geq 3,PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #1.2,12,PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #1.4,K_{n-1},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #1.5,337725,PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #1.6,\text{at most } -n \text{ edges},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.1a,\text{False},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.1b,\text{True},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3a,\text{Yes},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3b,\text{No},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3c,\text{No},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3d,\text{Yes},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3e,\text{Yes},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3f,\text{No},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3g,\text{Yes},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3h,\text{Yes},PUMaC_2010_Power_Solutions.pdf
PUMaC 2010 Power #2.3i,\text{Yes},PUMaC_2010_Power_Solutions.pdf
